date,avg_positive,avg_negative,avg_neutral,headline_count,open,close,stock_move_intraday,overnight_gap,open_vs_sma20,rsi_change_lag1
2024-03-21,0.5,0.1743,0.3257,2,5253.43017578125,5241.52978515625,0,0.00551428772763271,0.025052558830927486,4.088450577957445
2024-03-25,0.9909,0.0001,0.009,1,5219.52001953125,5218.18994140625,0,-0.0028008505167309867,0.015465100517496291,-1.3331380628417975
2024-03-27,0.5,0.0,0.5,2,5226.31005859375,5248.490234375,1,0.004368142726255549,0.014082630058625006,-2.6448874779185587
2024-03-28,0.3965,0.0003,0.6032,5,5248.02978515625,5254.35009765625,1,-8.77298419523174e-05,0.016534337623600393,4.5491179029518065
2024-04-01,0.8284,0.0006,0.1711,2,5257.97021484375,5243.77001953125,0,0.0006889752529270529,0.01690291157116337,0.5535918711908749
2024-04-02,0.0006,0.9914,0.008,1,5204.2900390625,5205.81005859375,1,-0.007528930582710641,0.00548368754249602,-2.0837619532651104
2024-04-03,0.0,0.9999,0.0,1,5194.3701171875,5211.490234375,1,-0.002197533386252721,0.0028419182128030054,-6.964280751615917
2024-04-04,0.6667,0.3331,0.0002,3,5244.0498046875,5147.2099609375,0,0.00624765064275416,0.011136629520089675,0.7142058036043224
2024-04-05,0.9875,0.0001,0.0124,2,5158.9501953125,5204.33984375,1,0.0022808928456576234,-0.005678865215863854,-10.066233267368325
2024-04-08,1.0,0.0,0.0,2,5211.3701171875,5202.39013671875,0,0.001350848262905583,0.0039698622769194745,7.247368833797488
2024-04-09,1.0,0.0,0.0,1,5217.02978515625,5209.91015625,0,0.0028140235647020344,0.004298858608999731,-0.28805631878447713
2024-04-10,1.0,0.0,0.0,1,5167.8798828125,5160.64013671875,0,-0.008067370103701104,-0.00604257432150047,0.9316575078782279
2024-04-15,0.0013,0.9986,0.0001,1,5149.669921875,5061.81982421875,0,0.005125446689636191,-0.009469237463748302,-9.295766182001131
2024-04-16,0.0004,0.6132,0.3865,1,5064.58984375,5051.41015625,0,0.000547237876385205,-0.025316156181483453,-5.869081963955011
2024-04-17,0.0002,0.1011,0.8987,1,5068.97021484375,5022.2099609375,0,0.003476268616204788,-0.023552260522035257,-0.9069938434702749
2024-04-18,0.0,1.0,0.0,1,5031.52001953125,5011.1201171875,0,0.0018537772546674022,-0.02930507672482244,-2.5006171502116032
2024-04-19,0.0582,0.5716,0.3702,2,5005.43994140625,4967.22998046875,0,-0.001133514194115548,-0.03234367772441328,-0.9306667640674817
2024-04-22,0.004,0.9902,0.0058,1,4987.330078125,5010.60009765625,1,0.004046540573978655,-0.033281541187079135,-3.4757581499039105
2024-04-23,0.0005,0.0855,0.9139,1,5028.85009765625,5070.5498046875,1,0.0036422782988681517,-0.023116724209887318,6.630911435925711
2024-04-24,0.0,0.9993,0.0007,2,5084.85986328125,5071.6298828125,0,0.0028221907179613896,-0.010818018039137836,7.80032262920875
2024-04-25,0.5,0.0,0.5,2,5019.8798828125,5048.419921875,1,-0.01020382030939958,-0.02220393536629102,0.13203304399730342
2024-04-29,0.0,0.0035,0.9964,1,5114.1298828125,5116.169921875,1,0.0027784378668720402,-0.00039466024459994947,6.397252530173496
2024-04-30,0.0001,0.9999,0.0,1,5103.77978515625,5035.68994140625,0,-0.0024217602049873277,-0.001172114312151669,1.851396387533093
2024-05-01,0.5,0.4997,0.0003,2,5029.02978515625,5018.39013671875,0,-0.0013225906136985286,-0.014159871263116347,-8.48523223163663
2024-05-02,0.6651,0.3323,0.0027,3,5049.31982421875,5064.2001953125,1,0.006163268828721082,-0.008305467256879001,-1.5809208928411778
2024-05-03,0.0,0.5004,0.4996,2,5122.77978515625,5127.7900390625,1,0.011567392201037422,0.0069430094481171285,5.5393501999380845
2024-05-07,0.002,0.8684,0.1297,1,5187.2001953125,5187.7001953125,1,0.0012469185184459117,0.020590591711938295,4.64206432465722
2024-05-08,0.7977,0.0065,0.1958,1,5168.97998046875,5187.669921875,1,-0.0036085768527381757,0.017227989585119605,0.5830789500538245
2024-05-09,1.0,0.0,0.0,1,5189.02978515625,5214.080078125,1,0.00026213373281823974,0.020902160149867715,-0.0038502523903432007
2024-05-10,0.8566,0.0002,0.1432,2,5225.490234375,5222.68017578125,0,0.002188335445377956,0.027923596791476914,2.383716033652931
2024-05-13,0.0234,0.1499,0.8267,2,5233.080078125,5221.419921875,0,0.0019912960383782832,0.028412491847670387,0.7718463492291221
2024-05-14,1.0,0.0,0.0,1,5221.10009765625,5246.68017578125,1,-6.125234582457254e-05,0.02445158055892605,-0.19413166204027021
2024-05-15,0.9988,0.0012,0.0,2,5263.259765625,5308.14990234375,1,0.003160015340801908,0.030749246320345824,2.418508782793708
2024-05-16,1.0,0.0,0.0,2,5310.06982421875,5297.10009765625,0,0.0003616932283981433,0.03701292505860049,5.091907630742853
2024-05-17,0.0006,0.9933,0.006,1,5303.10009765625,5303.27001953125,1,0.001132695227461296,0.03276781466994955,-1.8583005034874986
2024-05-20,1.0,0.0,0.0,2,5305.35009765625,5308.1298828125,1,0.0003922255735309242,0.029836213557412266,0.5163957463352347
2024-05-21,0.0,1.0,0.0,1,5298.68994140625,5321.41015625,1,-0.0017783930715064321,0.025581802604462522,0.42536307672975227
2024-05-22,0.9983,0.0,0.0017,1,5319.27978515625,5307.009765625,0,-0.0004003395775174138,0.02707356889955213,1.1886992629195845
2024-05-24,0.0,1.0,0.0,2,5281.4501953125,5304.72021484375,1,0.0025836684421315366,0.015311258663065291,-7.313569164544241
2024-05-28,0.9998,0.0,0.0002,1,5315.91015625,5306.0400390625,0,0.0021094310261525447,0.019928487609462052,4.070462182285738
2024-05-29,0.0,0.9998,0.0002,1,5278.72998046875,5266.9501953125,0,-0.00514697559624433,0.010953565877374814,0.14062524889760653
2024-05-30,0.0,1.0,0.0,2,5259.77001953125,5235.47998046875,0,-0.0013632511254122433,0.005096685960970638,-6.940430943831757
2024-05-31,1.0,0.0,0.0,1,5243.2099609375,5277.509765625,1,0.0014764607061028068,-0.00014170432362342156,-4.896618895511196
2024-06-03,0.3334,0.3335,0.3331,3,5297.14990234375,5283.39990234375,0,0.003721478043806912,0.008094093191594494,5.341929795318528
2024-06-04,0.0001,0.9592,0.0408,1,5278.240234375,5291.33984375,1,-0.0009765810016503082,0.003010264114702686,0.7052423642817232
2024-06-05,0.0,0.0,1.0,1,5314.47998046875,5354.02978515625,1,0.004373209319768519,0.008836675006056824,0.9835363004491242
2024-06-06,0.0045,0.0,0.9954,1,5357.7998046875,5352.9599609375,0,0.000704146163269799,0.015456885307112974,6.818128510600886
2024-06-10,0.4995,0.0,0.5005,2,5341.22021484375,5360.7900390625,1,-0.0010791154048038854,0.009461963789264794,-1.168279197489511
2024-06-11,0.0001,0.001,0.999,2,5353.0,5375.31982421875,1,-0.0014531513089929427,0.010369645387934815,1.5250605237393131
2024-06-12,0.3698,0.6208,0.0094,3,5409.1298828125,5421.02978515625,1,0.006289869198371645,0.019483350106694497,1.579306368919788
2024-06-14,0.3332,0.3243,0.3424,3,5424.080078125,5431.60009765625,1,-0.001777809728350242,0.019419638541122653,1.0991189668673087
2024-06-17,0.5816,0.049,0.3693,3,5431.10986328125,5473.22998046875,1,-9.02559772785072e-05,0.01945233470387791,-0.5095422014318984
2024-06-18,0.3417,0.0017,0.6565,4,5476.14990234375,5487.02978515625,1,0.0005334915370667333,0.026269594615294982,3.540401196068629
2024-06-21,0.9991,0.0,0.0009,3,5466.77001953125,5464.6201171875,0,-0.001169322793756332,0.021347196319526862,-3.4668420120200523
2024-06-24,0.0001,0.3332,0.6667,3,5459.580078125,5447.8701171875,0,-0.0009223036468075623,0.018504364468582495,-2.1353387134898583
2024-06-26,0.5058,0.242,0.2523,2,5460.7099609375,5477.89990234375,1,-0.0015705563887059213,0.015451071419520805,2.4211015403707847
2024-06-27,1.0,0.0,0.0,1,5473.58984375,5482.8701171875,1,-0.0007868085709097965,0.016222321781364835,0.9392401167395406
2024-06-28,0.9987,0.0,0.0013,5,5488.47998046875,5460.47998046875,0,0.0010231618041916415,0.016948465564243707,0.5558171270898669
2024-07-01,0.0018,0.0008,0.9974,1,5471.080078125,5475.08984375,1,0.0019412391757070492,0.011615774804636282,-5.961435173052294
2024-07-03,0.9998,0.0,0.0002,3,5507.43994140625,5537.02001953125,1,-0.0002849557879794215,0.014370136505864634,4.021529924898118
2024-07-08,0.3333,0.0001,0.6665,3,5572.75,5572.85009765625,1,0.0009987190399948077,0.022080258073431096,2.6607163261430316
2024-07-09,0.0684,0.0001,0.9314,1,5584.240234375,5576.97998046875,0,0.0020438620309454047,0.02212656038979883,0.4729632508625201
2024-07-11,0.3112,0.0012,0.6876,1,5635.2099609375,5584.5400390625,0,0.0002307109363570622,0.02672846995727574,4.251768654780861
2024-07-12,1.0,0.0,0.0,1,5590.759765625,5615.35009765625,1,0.0011137401682134115,0.016691899841781526,-12.213724202336834
2024-07-15,0.0,0.9983,0.0016,1,5638.16015625,5631.22021484375,0,0.004062090198662862,0.023503358331726024,2.78941832265744
2024-07-16,0.2581,0.0005,0.7414,3,5644.08984375,5667.2001953125,1,0.0022854067884480866,0.022746569871292786,1.3382296201584154
2024-07-17,0.5,0.4996,0.0004,2,5610.06982421875,5588.27001953125,0,-0.010080881056752526,0.014416527488616255,2.782259367041661
2024-07-18,0.0584,0.5755,0.3661,1,5608.56005859375,5544.58984375,0,0.0036308265333610257,0.013089835397049696,-15.216297486230893
2024-07-19,0.2602,0.0524,0.6874,4,5543.3701171875,5505.0,0,-0.00021998499381787568,0.0007941200620833213,-6.490795753509374
2024-07-23,0.9998,0.0,0.0002,1,5565.2998046875,5555.740234375,0,0.00015988189448988373,0.003560923819024374,6.648610047301524
2024-07-24,0.0,1.0,0.0,1,5505.83984375,5427.1298828125,0,-0.008981771738759779,-0.008125853969966318,-1.1394171963984405
2024-07-25,0.0001,0.8232,0.1767,1,5428.7001953125,5399.22021484375,0,0.0002893449270438719,-0.021650900494558735,-13.468990774550285
2024-07-26,0.0,0.0532,0.9467,1,5433.669921875,5459.10009765625,1,0.006380496749612009,-0.020060514553744344,-2.248798112546183
2024-07-29,1.0,0.0,0.0,1,5476.5498046875,5463.5400390625,0,0.003196443867871495,-0.01211556400387393,6.742044853018498
2024-07-30,0.0,1.0,0.0,1,5478.72998046875,5436.43994140625,0,0.002780237958841146,-0.011749569259233334,0.4743354376191462
2024-08-01,0.5249,0.001,0.4741,2,5537.83984375,5446.68017578125,0,0.0028140520457272406,-0.0008588397207429092,8.801510868758307
2024-08-06,0.5002,0.0,0.4998,2,5206.419921875,5240.02978515625,1,0.0038736145689483433,-0.054706000922292865,-8.2197461382165
2024-08-07,0.0002,0.4996,0.5002,2,5293.1298828125,5199.5,0,0.010133548821930339,-0.03601394295799499,4.935704862425837
2024-08-08,0.0,1.0,0.0,1,5252.56982421875,5319.31005859375,1,0.01020671684176363,-0.0396016603994775,-1.9382703648195587
2024-08-09,0.3621,0.6372,0.0007,3,5314.66015625,5344.16015625,1,-0.0008741551615773419,-0.025886836462606616,9.841696908118521
2024-08-12,1.0,0.0,0.0,1,5351.8798828125,5344.39013671875,0,0.0014445163200192967,-0.016620924531903766,1.8127454697273109
2024-08-13,0.997,0.0,0.003,1,5376.97998046875,5434.43017578125,1,0.0060979537264861635,-0.00939850959028921,0.01748277778266072
2024-08-15,0.4974,0.5,0.0026,2,5501.1298828125,5543.22021484375,1,0.0084176268564938,0.01690043494930177,1.382124656148335
2024-08-16,0.3334,0.0618,0.6048,3,5530.5,5554.25,1,-0.0022947338100852543,0.02234253144567378,5.41641646260608
2024-08-19,0.7306,0.0212,0.2481,2,5557.22998046875,5608.25,1,0.0005365225671782869,0.02681629817344055,0.6366710142016956
2024-08-20,0.998,0.0001,0.0018,1,5602.8798828125,5597.1201171875,0,-0.0009575388378727767,0.0348319627649093,3.0578420570389184
2024-08-21,0.1998,0.5764,0.2238,5,5603.08984375,5620.85009765625,1,0.0010665711004072093,0.034475431653835986,-1.0168809538343169
2024-08-22,0.5897,0.0922,0.3181,6,5637.77001953125,5570.64013671875,0,0.0030102069226245996,0.03902022213329865,1.4036800467208508
2024-08-23,0.3335,0.3243,0.3422,6,5602.490234375,5634.60986328125,1,0.005717493299613951,0.03088989110975636,-4.766851741223107
2024-08-26,0.7694,0.229,0.0016,3,5639.66015625,5616.83984375,0,0.0008962986065212721,0.03605640578956629,3.988927473506891
2024-08-27,1.0,0.0,0.0,2,5602.89013671875,5625.7998046875,1,-0.0024835507900002156,0.02785407187195912,-1.7013390546668816
2024-08-29,0.5004,0.1353,0.3644,2,5607.2998046875,5591.9599609375,0,0.0027037091851457966,0.026222783598838954,-3.4089898622134953
2024-08-30,0.4424,0.3636,0.194,9,5612.740234375,5648.39990234375,1,0.003716098395314003,0.025854672143940247,-0.022687823134454277
2024-09-03,0.75,0.0,0.25,4,5623.89013671875,5528.93017578125,0,-0.004339240501514403,0.02506502704587555,4.20932307374332
2024-09-04,0.4382,0.5077,0.0542,6,5506.68017578125,5520.06982421875,1,-0.004024286668958706,0.0005771136796836088,-11.276264578957168
2024-09-05,0.0071,0.4416,0.5513,6,5520.080078125,5503.41015625,0,1.8575682149910532e-06,0.00046652379488837945,-0.7248316613969337
2024-09-06,0.0746,0.3462,0.5792,10,5507.330078125,5408.419921875,0,0.0007122714396542484,-0.004585727205106905,-1.4054276465507414
2024-09-09,0.2556,0.0911,0.6533,11,5442.06982421875,5471.0498046875,1,0.0062217621467684035,-0.01717256825020621,-7.139644572962133
2024-09-10,0.5106,0.125,0.3644,8,5490.509765625,5495.52001953125,1,0.0035568970548992343,-0.00955925562862784,5.633589370654725
2024-09-11,0.4458,0.1167,0.4375,9,5496.419921875,5554.1298828125,1,0.00016375199081282917,-0.009842823811353313,2.0615799223415223
2024-09-12,0.6649,0.0212,0.3139,6,5557.47998046875,5595.759765625,1,0.0006031723648769945,7.863666076089234e-05,4.649663268302824
2024-09-13,0.3333,0.0,0.6667,3,5603.33984375,5626.02001953125,1,0.0013546110702544372,0.00705766766771395,3.025230809782478
2024-09-16,0.2233,0.3938,0.3829,5,5615.2099609375,5633.08984375,1,-0.0019214397666950846,0.008440680812487987,2.1079470917254852
2024-09-17,0.2035,0.3139,0.4826,7,5655.509765625,5634.580078125,0,0.003980039817734355,0.014959622931354218,0.4987293165196718
2024-09-18,0.1773,0.3657,0.4571,8,5641.68017578125,5618.259765625,0,0.001260093486613944,0.012238554915294405,0.11155128996612973
2024-09-19,0.3958,0.2852,0.319,7,5702.6298828125,5713.64013671875,1,0.015017126424754106,0.02298023755987551,-1.8315201929867868
2024-09-20,0.6998,0.228,0.0722,8,5709.64013671875,5702.5498046875,0,-0.000700079092187478,0.02338605723213824,6.993544365078208
2024-09-23,0.4308,0.1478,0.4214,7,5711.89990234375,5718.56982421875,1,0.001639634545333425,0.022582234767140857,-1.2868828604641607
2024-09-24,0.2284,0.3993,0.3723,5,5727.66015625,5732.93017578125,1,0.0015896163395175274,0.024633673036035152,1.1220113348668264
2024-09-25,0.6667,0.0,0.3333,3,5733.64990234375,5722.259765625,0,0.00012554253068360803,0.024641222127138346,1.0205819943685128
2024-09-26,0.43,0.2858,0.2841,7,5762.22021484375,5745.3701171875,0,0.00698333365758788,0.02886014992997749,-1.443765042764035
2024-09-27,0.5926,0.3185,0.089,6,5755.35986328125,5738.169921875,0,0.0017387471807717458,0.02623171619057697,1.7917086122123251
2024-09-30,0.3523,0.0005,0.6472,3,5726.52001953125,5762.47998046875,1,-0.0020302470129611094,0.01976003185069493,-1.06245436119805
2024-10-01,0.665,0.1681,0.1669,6,5757.72998046875,5708.75,0,-0.0008242978745435243,0.024277389827928455,1.9896913757168448
2024-10-02,0.1693,0.2886,0.5421,6,5698.14013671875,5709.5400390625,1,-0.001858526521786731,0.012057844486583313,-7.7731747277981
2024-10-03,0.5564,0.106,0.3376,10,5698.18994140625,5699.93994140625,1,-0.001987918042188504,0.010366638575561556,0.0767942594484694
2024-10-04,0.7762,0.0006,0.2232,9,5737.47998046875,5751.06982421875,1,0.006586041159801831,0.015563809085766128,-1.3875430189102502
2024-10-07,0.7504,0.1243,0.1253,8,5737.7998046875,5695.93994140625,0,-0.0023074001771579353,0.012549821015165228,5.111589667357819
2024-10-08,0.6667,0.0002,0.3331,3,5719.14013671875,5751.1298828125,1,0.004073110944138956,0.007258227142898418,-7.598790393613797
2024-10-09,0.3439,0.189,0.4671,8,5751.7998046875,5792.0400390625,1,0.00011648526266153203,0.010735194829421372,5.255353424002891
2024-10-10,0.1445,0.2834,0.5721,7,5778.35986328125,5780.0498046875,1,-0.002361892474670164,0.013284354661858273,3.393424120033906
2024-10-11,0.0908,0.1748,0.7344,4,5775.08984375,5815.02978515625,1,-0.0008581173355076586,0.011077189078170045,-1.653466109703082
2024-10-14,0.0002,0.0023,0.9974,1,5829.81005859375,5859.85009765625,1,0.0025417364972452764,0.018971423433176975,2.897335161110732
2024-10-15,0.8344,0.1464,0.0192,6,5866.740234375,5815.259765625,0,0.0011758213271540565,0.023398216142074484,3.345549464635411
2024-10-17,0.6536,0.2505,0.0959,4,5875.6201171875,5841.47021484375,0,0.005673953161032342,0.021340400389725112,2.182874811457289
2024-10-18,0.0,0.9999,0.0001,1,5859.43017578125,5864.669921875,1,0.0030745617587610006,0.0173958124009649,-0.14395012982564737
2024-10-21,0.5076,0.0034,0.4891,4,5857.81982421875,5853.97998046875,0,-0.0011680278255216702,0.015686644603426052,1.9302476554433667
2024-10-22,0.1369,0.1274,0.7357,8,5832.7001953125,5851.2001953125,1,-0.0036350970155770925,0.010145307840259847,-1.692078478713455
2024-10-23,0.6968,0.0005,0.3027,4,5834.5,5797.419921875,0,-0.002854148679766387,0.009423220226523026,-0.4583402830662564
2024-10-24,0.0022,0.0005,0.9973,1,5817.7998046875,5809.85986328125,0,0.0035153366647811745,0.005879936252179474,-8.250277840598592
2024-10-25,0.2364,0.3601,0.4035,4,5826.75,5808.1201171875,0,0.002907150450477632,0.006866065936417008,1.4004119452573107
2024-10-28,0.0,0.0001,0.9999,1,5833.93017578125,5823.52001953125,0,0.004443788708393338,0.0074979014200523405,-0.26625654632549356
2024-10-29,0.5919,0.0167,0.3914,3,5819.68017578125,5832.919921875,1,-0.0006593681720199665,0.004507534671432773,1.8668124195115539
2024-10-30,0.5,0.1667,0.3334,6,5832.64990234375,5813.669921875,0,-4.629234326316653e-05,0.005668484302716199,1.1423746350156279
2024-10-31,0.2614,0.3905,0.3481,9,5775.33984375,5705.4501953125,0,-0.0065930950054071775,-0.005106067997913968,-3.3865598871584695
2024-11-01,0.3097,0.5563,0.134,9,5723.22021484375,5728.7998046875,1,0.0031145692141611443,-0.014131291860990144,-14.376151790170752
2024-11-04,0.0001,0.9999,0.0,1,5725.14990234375,5712.68994140625,0,-0.0006371146606944661,-0.013609689698489417,3.280070514568955
2024-11-05,0.493,0.3371,0.1699,6,5722.43017578125,5782.759765625,1,0.0017050171591497787,-0.014220514965640611,-1.8033482557666645
2024-11-06,0.4701,0.0403,0.4896,3,5864.89013671875,5929.0400390625,1,0.014202625463012531,0.010045301744316547,8.991082361739863
2024-11-07,0.4951,0.141,0.3639,8,5947.2099609375,5973.10009765625,1,0.0030645638678926898,0.023015485298521002,12.552955856709843
2024-11-08,0.4622,0.0336,0.5042,8,5976.759765625,5995.5400390625,1,0.0006126915519440224,0.02639431348354059,2.768178113833102
2024-11-11,0.7041,0.0092,0.2866,7,6008.85986328125,6001.35009765625,0,0.0022216220944181655,0.03030995345131886,1.3415340986957176
2024-11-12,0.2506,0.7345,0.0149,4,6003.60009765625,5983.990234375,0,0.0003749156378793346,0.028160808904788216,0.3545616394268052
2024-11-13,0.0002,0.0273,0.9725,1,5985.75,5985.3798828125,0,0.0002940789600375742,0.02362489745957768,-2.440518900104223
2024-11-14,0.0004,0.5,0.4996,2,5989.68017578125,5949.169921875,0,0.0007184661713951754,0.023046884572991706,0.10092038577442963
2024-11-15,0.0114,0.0008,0.9878,3,5912.7900390625,5870.6201171875,0,-0.006115119132625842,0.008985898178995878,-5.240811272283608
2024-11-18,0.5003,0.3344,0.1653,6,5874.169921875,5893.6201171875,1,0.0006046728653259619,0.0023446948951333117,-9.535965853003631
2024-11-19,0.0039,0.2526,0.7435,4,5870.0498046875,5916.97998046875,1,-0.003999292799897664,0.001303012349580283,2.232466954175649
2024-11-20,0.3358,0.0421,0.6222,3,5914.33984375,5917.10986328125,1,-0.00044619666239615116,0.00829224879383538,2.2153265931474877
2024-11-21,0.25,0.25,0.5,4,5940.580078125,5948.7099609375,1,0.003966499758504555,0.011733529124233984,0.012618503820810645
2024-11-22,0.0,0.4994,0.5006,4,5944.35986328125,5969.33984375,1,-0.0007312673982788088,0.011181669003031828,3.07179997711237
2024-11-25,0.483,0.0002,0.5168,4,5992.27978515625,5987.3701171875,0,0.0038429611995149694,0.01793738636822671,1.9121796924715397
2024-11-26,0.654,0.1947,0.1513,8,6000.02978515625,6021.6298828125,1,0.002114395422525965,0.017837391633998823,1.641545197558564
2024-11-27,0.6113,0.2606,0.1281,5,6014.10986328125,5998.740234375,0,-0.0012488345643285623,0.018595527785733278,2.957872260215254
2024-11-29,1.0,0.0,0.0,1,6003.97998046875,6032.3798828125,1,0.0008734744111312434,0.015288646481334236,-3.6069928608634143
2024-12-02,0.973,0.0006,0.0264,3,6040.10986328125,6047.14990234375,1,0.0012814147349662637,0.01858270374043029,2.982919073421968
2024-12-03,1.0,0.0,0.0,2,6042.97021484375,6049.8798828125,1,-0.0006911830477991028,0.016336938936116555,1.2512578843435733
2024-12-04,0.3303,0.1648,0.505,6,6069.39013671875,6086.490234375,1,0.0032248993838171827,0.017894119934903672,0.23832023296716898
2024-12-05,0.0011,0.3271,0.6718,3,6089.02978515625,6075.10986328125,0,0.00041724387675958825,0.018593594642716496,3.096923885309991
2024-12-06,0.045,0.1806,0.7744,8,6081.3798828125,6090.27001953125,1,0.0010320833157515075,0.016072503526530967,-2.1310243358350363
2024-12-09,0.0625,0.3369,0.6006,6,6083.009765625,6052.85009765625,0,-0.001192107063063979,0.015350963878114564,1.3413686938493186
2024-12-10,0.423,0.3051,0.272,2,6057.58984375,6034.91015625,0,0.000783060214160152,0.01062459541688469,-6.928760811202167
2024-12-11,0.5815,0.1337,0.2848,4,6060.14990234375,6084.18994140625,1,0.004182290281092368,0.010768739409575831,-3.0613545645492763
2024-12-12,0.8264,0.0031,0.1705,5,6074.2900390625,6051.25,0,-0.0016271520841872036,0.012281289439677127,5.166331006536055
2024-12-13,0.5074,0.2952,0.1975,8,6068.169921875,6051.08984375,0,0.0027961035942986987,0.010706631358657247,-5.391941311040959
2024-12-16,0.9984,0.0,0.0016,2,6063.7900390625,6074.080078125,1,0.0020988277550725303,0.009120599665202666,-0.02585893050849819
2024-12-17,0.381,0.0616,0.5574,3,6052.5498046875,6050.60986328125,0,-0.0035446146841294447,0.005547671679533286,2.598330692957539
2024-12-18,0.25,0.0011,0.7489,4,6047.64990234375,5872.16015625,0,-0.0004892004284498374,0.0034250698534249156,-4.015662185970363
2024-12-19,0.3339,0.333,0.3331,3,5912.7099609375,5867.080078125,0,0.006905432346619676,-0.01859923363611256,-20.04294355662001
2024-12-20,0.4,0.5995,0.0005,5,5842.0,5930.85009765625,1,-0.004274712086939009,-0.02993300973324266,-0.3964422390754123
2024-12-23,0.996,0.0001,0.0038,2,5940.25,5974.06982421875,1,0.0015849165278118643,-0.013472264362139713,7.845892959568012
2024-12-24,0.0011,0.0598,0.9391,1,5984.6298828125,6040.0400390625,1,0.0017676490072043936,-0.006140905378102297,4.592914777562115
2024-12-26,0.3337,0.3533,0.313,3,6024.97021484375,6037.58984375,1,-0.0024949874704951543,0.00012096310166643715,6.08395128092382
2024-12-27,0.0598,0.0,0.9402,1,6006.169921875,5970.83984375,0,-0.005204050405564617,-0.0031318599773508984,-0.2676058328943256
2024-12-30,0.3321,0.4997,0.1682,6,5920.669921875,5906.93994140625,0,-0.008402489965882365,-0.01709505945235883,-6.847928841178735
