date,avg_positive,avg_negative,avg_neutral,headline_count,close,next_close,stock_move_nextday,return_1d,price_vs_sma20,rsi_change
2024-01-02,1.0,0.0,0.0,1,4742.830078125,4704.81005859375,0,,,
2024-01-03,0.5,0.0004,0.4996,2,4704.81005859375,4688.68017578125,0,-0.008016314922730805,,
2024-01-08,1.0,0.0,0.0,3,4763.5400390625,4756.5,0,0.014114629309846638,,
2024-01-09,0.5002,0.2616,0.2382,4,4756.5,4783.4501953125,1,-0.0014779006799081618,,
2024-01-10,0.4522,0.0552,0.4926,2,4783.4501953125,4780.240234375,0,0.00566597189372442,,
2024-01-11,0.0438,0.7023,0.2539,1,4780.240234375,4783.830078125,1,-0.0006710555783868699,,
2024-01-18,0.0014,0.9847,0.0139,1,4780.93994140625,4839.81005859375,1,0.008805260963896,,
2024-01-19,0.5858,0.0876,0.3266,2,4839.81005859375,4850.43017578125,1,0.012313502764936146,,
2024-01-22,0.1684,0.5608,0.2707,6,4850.43017578125,4864.60009765625,1,0.0021943252026270788,,
2024-01-23,0.4971,0.2498,0.253,4,4864.60009765625,4868.5498046875,1,0.002921374261968035,,1.8483430569984591
2024-01-24,0.6667,0.0,0.3333,3,4868.5498046875,4894.16015625,1,0.0008119284117831249,,0.5091874314901901
2024-01-25,0.4823,0.332,0.1858,3,4894.16015625,4890.97021484375,0,0.005260365527706368,,3.0795835712428783
2024-01-26,0.0,1.0,0.0,1,4890.97021484375,4927.93017578125,1,-0.0006517852510764532,,-1.187490172180361
2024-01-29,0.0041,0.3368,0.6591,3,4927.93017578125,4924.97021484375,0,0.007556774896180896,,3.94773389083214
2024-01-30,0.5103,0.0026,0.4871,4,4924.97021484375,4845.64990234375,0,-0.0006006499345398986,0.025515526389208596,-1.0944416471684377
2024-01-31,0.5,0.5,0.0,2,4845.64990234375,4906.18994140625,1,-0.016105744611597972,0.00791985994391429,-22.29658205658928
2024-02-01,0.0,1.0,0.0,1,4906.18994140625,4958.60986328125,1,0.012493688211609788,0.01837960007850976,8.303683491481358
2024-02-02,0.0,1.0,0.0,1,4958.60986328125,4942.81005859375,0,0.01068444607751462,0.026385035028969633,5.33465498105943
2024-02-05,0.0002,0.9998,0.0001,2,4942.81005859375,4954.22998046875,1,-0.0031863375266721894,0.0205209404853228,-3.24196937989754
2024-02-07,0.0,1.0,0.0,1,4995.06005859375,4997.91015625,1,0.008241457963390042,0.026758928418366433,3.824091210013094
