date,avg_positive,avg_negative,avg_neutral,headline_count,close,next_close,stock_move
2025-01-03,0.8387,0.1612,0.0,1,242.49916076660156,229.16647338867188,0
2025-01-17,0.0,1.0,0.0,1,229.16647338867188,231.97650146484375,1
2025-02-04,1.0,0.0,0.0,1,231.97650146484375,244.27207946777344,1
2025-02-19,0.4752,0.0003,0.5245,1,244.27207946777344,216.45018005371094,0
2025-03-12,0.9993,0.0007,0.0,1,216.45018005371094,222.64501953125,1
2025-04-01,0.0133,0.0,0.9867,1,222.64501953125,198.0452423095703,0
2025-05-09,0.0,1.0,0.0,1,198.0452423095703,203.03956604003906,1
2025-06-03,0.9999,0.0001,0.0,1,203.03956604003906,214.15695190429688,1
2025-07-22,0.9881,0.0119,0.0,1,214.15695190429688,232.77999877929688,1
